PRODUCERS,,,,,Summary to Date,,,,,,,,
License Number,Reporting Period, Total Sales, Excise Tax Due ,,,Sales,,,,Excise Tax Due,,,
421359,10/1/2016 - 10/31/2016,"$73,592 ","$27,229 ",,,,,,,,,,
420336,10/1/2016 - 10/31/2016,"$63,807 ","$23,609 ",,,,,,,,,,
414520,10/1/2016 - 10/31/2016,"$766,860 ","$283,738 ",,,,,,,,,,
416102,10/1/2016 - 10/31/2016,"$144,192 ","$53,351 ",,,,,,,,,,
415509,10/1/2016 - 10/31/2016,"$114,361 ","$42,314 ",,,,,,,,,,
417880,10/1/2016 - 10/31/2016,"$56,251 ","$20,813 ",,,,,,,,,,
420741,10/1/2016 - 10/31/2016,"$185,806 ","$68,748 ",,,,,,,,,,
415216,10/1/2016 - 10/31/2016,"$214,797 ","$79,475 ",,,,,,,,,,
415406,10/1/2016 - 10/31/2016,"$119,439 ","$44,192 ",,,,,,,,,,
415425,10/1/2016 - 10/31/2016,"$117,784 ","$43,580 ",,,,,,,,,,
415222,10/1/2016 - 10/31/2016,"$114,454 ","$42,348 ",,,,,,,,,,
414243,10/1/2016 - 10/31/2016,"$151,691 ","$56,126 ",,,,,,,,,,
414823,10/1/2016 - 10/31/2016,"$318,998 ","$118,029 ",,,,,,,,,,
413544,10/1/2016 - 10/31/2016,"$234,668 ","$86,827 ",,,,,,,,,,
422278,10/1/2016 - 10/31/2016,"$221,953 ","$82,123 ",,,,,,,,,,
412370,10/1/2016 - 10/31/2016,"$323,294 ","$119,619 ",,,,,,,,,,
415429,10/1/2016 - 10/31/2016,"$153,005 ","$56,612 ",,,,,,,,,,
414963,10/1/2016 - 10/31/2016,"$256,929 ","$95,064 ",,,,,,,,,,
420497,10/1/2016 - 10/31/2016,"$70,144 ","$25,953 ",,,,,,,,,,
422442,10/1/2016 - 10/31/2016,"$236,395 ","$87,466 ",,,,,,,,,,
414160,10/1/2016 - 10/31/2016,"$115,891 ","$42,880 ",,,,,,,,,,
414532,10/1/2016 - 10/31/2016,"$422,158 ","$156,198 ",,,,,,,,,,
414876,10/1/2016 - 10/31/2016,"$1,347,938 ","$498,737 ",,,,,,,,,,
421805,10/1/2016 - 10/31/2016,"$485,690 ","$179,705 ",,,,,,,,,,
421789,10/1/2016 - 10/31/2016,"$225,053 ","$83,270 ",,,,,,,,,,
413414,10/1/2016 - 10/31/2016,"$105,457 ","$39,019 ",,,,,,,,,,
414893,10/1/2016 - 10/31/2016,"$198,008 ","$73,263 ",,,,,,,,,,
422298,10/1/2016 - 10/31/2016,"$30,514 ","$11,290 ",,,,,,,,,,
421632,10/1/2016 - 10/31/2016,"$36,884 ","$13,647 ",,,,,,,,,,
419640,10/1/2016 - 10/31/2016,"$109,970 ","$40,689 ",,,,,,,,,,
420889,10/1/2016 - 10/31/2016,"$131,152 ","$48,526 ",,,,,,,,,,
415652,10/1/2016 - 10/31/2016,"$319,003 ","$118,031 ",,,,,,,,,,
414864,10/1/2016 - 10/31/2016,"$154,383 ","$57,122 ",,,,,,,,,,
422158,10/1/2016 - 10/31/2016,"$131,122 ","$48,515 ",,,,,,,,,,
415037,10/1/2016 - 10/31/2016,"$370,179 ","$136,966 ",,,,,,,,,,
415325,10/1/2016 - 10/31/2016,"$82,079 ","$30,369 ",,,,,,,,,,
415001,10/1/2016 - 10/31/2016,"$224,246 ","$82,971 ",,,,,,,,,,
414735,10/1/2016 - 10/31/2016,"$96,885 ","$35,848 ",,,,,,,,,,
415314,10/1/2016 - 10/31/2016,"$112,986 ","$41,805 ",,,,,,,,,,
413980,10/1/2016 - 10/31/2016,"$442,170 ","$163,603 ",,,,,,,,,,
415206,10/1/2016 - 10/31/2016,"$20,232 ","$7,486 ",,,,,,,,,,
413930,10/1/2016 - 10/31/2016,"$61,562 ","$22,778 ",,,,,,,,,,
423390,10/1/2016 - 10/31/2016,"$71,666 ","$26,516 ",,,,,,,,,,
414181,10/1/2016 - 10/31/2016,"$111,223 ","$41,153 ",,,,,,,,,,
413732,10/1/2016 - 10/31/2016,"$408,005 ","$150,962 ",,,,,,,,,,
415658,10/1/2016 - 10/31/2016,"$332,168 ","$122,902 ",,,,,,,,,,
422507,10/1/2016 - 10/31/2016,"$23,026 ","$8,520 ",,,,,,,,,,
413407,10/1/2016 - 10/31/2016,"$86,207 ","$31,897 ",,,,,,,,,,
423492,10/1/2016 - 10/31/2016,"$195,767 ","$72,434 ",,,,,,,,,,
421490,10/1/2016 - 10/31/2016,"$126,696 ","$46,878 ",,,,,,,,,,
413372,10/1/2016 - 10/31/2016,"$353,718 ","$130,876 ",,,,,,,,,,
413551,10/1/2016 - 10/31/2016,"$160,909 ","$59,536 ",,,,,,,,,,
423402,10/1/2016 - 10/31/2016,"$146,307 ","$54,134 ",,,,,,,,,,
421417,10/1/2016 - 10/31/2016,"$36,160 ","$13,379 ",,,,,,,,,,
415348,10/1/2016 - 10/31/2016,"$189,128 ","$69,977 ",,,,,,,,,,
422138,10/1/2016 - 10/31/2016,"$101,126 ","$37,417 ",,,,,,,,,,
414656,10/1/2016 - 10/31/2016,"$164,236 ","$60,767 ",,,,,,,,,,
414712,10/1/2016 - 10/31/2016,"$24,598 ","$9,101 ",,,,,,,,,,
414812,10/1/2016 - 10/31/2016,"$252,340 ","$93,366 ",,,,,,,,,,
76189,10/1/2016 - 10/31/2016,"$8,606 ","$3,184 ",,,,,,,,,,
423536,10/1/2016 - 10/31/2016,"$128,338 ","$47,485 ",,,,,,,,,,
413809,10/1/2016 - 10/31/2016,"$214,898 ","$79,512 ",,,,,,,,,,
79013,10/1/2016 - 10/31/2016,"$119,495 ","$44,213 ",,,,,,,,,,
420819,10/1/2016 - 10/31/2016,"$150,852 ","$55,815 ",,,,,,,,,,
415229,10/1/2016 - 10/31/2016,"$382,357 ","$141,472 ",,,,,,,,,,
414574,10/1/2016 - 10/31/2016,"$170,740 ","$63,174 ",,,,,,,,,,
421084,10/1/2016 - 10/31/2016,"$329,947 ","$122,081 ",,,,,,,,,,
415238,10/1/2016 - 10/31/2016,"$130,042 ","$48,115 ",,,,,,,,,,
422109,10/1/2016 - 10/31/2016,"$182,317 ","$67,457 ",,,,,,,,,,
414680,10/1/2016 - 10/31/2016,"$162,438 ","$60,102 ",,,,,,,,,,
413479,10/1/2016 - 10/31/2016,"$173,140 ","$64,062 ",,,,,,,,,,
421876,10/1/2016 - 10/31/2016,"$151,364 ","$56,005 ",,,,,,,,,,
414723,10/1/2016 - 10/31/2016,"$358,075 ","$132,488 ",,,,,,,,,,
414500,10/1/2016 - 10/31/2016,"$161,159 ","$59,629 ",,,,,,,,,,
404933,10/1/2016 - 10/31/2016,"$133,139 ","$49,262 ",,,,,,,,,,
414460,10/1/2016 - 10/31/2016,"$38,441 ","$14,223 ",,,,,,,,,,
415132,10/1/2016 - 10/31/2016,"$310,563 ","$114,908 ",,,,,,,,,,
413692,10/1/2016 - 10/31/2016,"$291,482 ","$107,848 ",,,,,,,,,,
423885,10/1/2016 - 10/31/2016,$102 ,$38 ,,,,,,,,,,
414740,10/1/2016 - 10/31/2016,"$118,804 ","$43,958 ",,,,,,,,,,
413739,10/1/2016 - 10/31/2016,"$624,205 ","$230,956 ",,,,,,,,,,
417114,10/1/2016 - 10/31/2016,"$308,823 ","$114,264 ",,,,,,,,,,
414664,10/1/2016 - 10/31/2016,"$615,967 ","$227,908 ",,,,,,,,,,
412066,10/1/2016 - 10/31/2016,"$61,627 ","$22,802 ",,,,,,,,,,
353260,10/1/2016 - 10/31/2016,"$85,871 ","$31,772 ",,,,,,,,,,
414780,10/1/2016 - 10/31/2016,"$277,776 ","$102,777 ",,,,,,,,,,
414731,10/1/2016 - 10/31/2016,"$388,620 ","$143,789 ",,,,,,,,,,
413519,10/1/2016 - 10/31/2016,"$185,774 ","$68,736 ",,,,,,,,,,
413994,10/1/2016 - 10/31/2016,"$61,771 ","$22,855 ",,,,,,,,,,
422350,10/1/2016 - 10/31/2016,"$137,423 ","$50,847 ",,,,,,,,,,
414101,10/1/2016 - 10/31/2016,"$205,896 ","$76,182 ",,,,,,,,,,
413762,10/1/2016 - 10/31/2016,"$234,918 ","$86,920 ",,,,,,,,,,
414223,10/1/2016 - 10/31/2016,"$151,560 ","$56,077 ",,,,,,,,,,
422146,10/1/2016 - 10/31/2016,"$364,002 ","$134,681 ",,,,,,,,,,
421695,10/1/2016 - 10/31/2016,"$127,203 ","$47,065 ",,,,,,,,,,
413596,10/1/2016 - 10/31/2016,"$342,763 ","$126,822 ",,,,,,,,,,
414250,10/1/2016 - 10/31/2016,"$118,822 ","$43,964 ",,,,,,,,,,
421326,10/1/2016 - 10/31/2016,$38 ,$14 ,,,,,,,,,,
413847,10/1/2016 - 10/31/2016,"$93,502 ","$34,596 ",,,,,,,,,,
415523,10/1/2016 - 10/31/2016,"$77,038 ","$28,504 ",,,,,,,,,,
413385,10/1/2016 - 10/31/2016,"$35,004 ","$12,951 ",,,,,,,,,,
422460,10/1/2016 - 10/31/2016,"$10,723 ","$3,967 ",,,,,,,,,,
422336,10/1/2016 - 10/31/2016,"$44,387 ","$16,423 ",,,,,,,,,,
414002,10/1/2016 - 10/31/2016,"$110,481 ","$40,878 ",,,,,,,,,,
415198,10/1/2016 - 10/31/2016,"$218,467 ","$80,833 ",,,,,,,,,,
420894,10/1/2016 - 10/31/2016,"$1,719 ",$636 ,,,,,,,,,,
421335,10/1/2016 - 10/31/2016,"$89,711 ","$33,193 ",,,,,,,,,,
421069,10/1/2016 - 10/31/2016,"$111,869 ","$41,391 ",,,,,,,,,,
415645,10/1/2016 - 10/31/2016,"$172,683 ","$63,893 ",,,,,,,,,,
413426,10/1/2016 - 10/31/2016,"$201,125 ","$74,416 ",,,,,,,,,,
413897,10/1/2016 - 10/31/2016,"$86,781 ","$32,109 ",,,,,,,,,,
423372,10/1/2016 - 10/31/2016,"$164,266 ","$60,779 ",,,,,,,,,,
413791,10/1/2016 - 10/31/2016,"$483,766 ","$178,993 ",,,,,,,,,,
400772,10/1/2016 - 10/31/2016,"$86,395 ","$31,966 ",,,,,,,,,,
413258,10/1/2016 - 10/31/2016,"$485,200 ","$179,524 ",,,,,,,,,,
413420,10/1/2016 - 10/31/2016,"$405,467 ","$150,023 ",,,,,,,,,,
415410,10/1/2016 - 10/31/2016,"$264,935 ","$98,026 ",,,,,,,,,,
413357,10/1/2016 - 10/31/2016,"$183,223 ","$67,793 ",,,,,,,,,,
412490,10/1/2016 - 10/31/2016,"$397,607 ","$147,114 ",,,,,,,,,,
412495,10/1/2016 - 10/31/2016,"$93,330 ","$34,532 ",,,,,,,,,,
414958,10/1/2016 - 10/31/2016,"$163,342 ","$60,436 ",,,,,,,,,,
413600,10/1/2016 - 10/31/2016,"$92,808 ","$34,339 ",,,,,,,,,,
413481,10/1/2016 - 10/31/2016,"$174,667 ","$64,627 ",,,,,,,,,,
420934,10/1/2016 - 10/31/2016,"$81,725 ","$30,238 ",,,,,,,,,,
415484,10/1/2016 - 10/31/2016,"$66,186 ","$24,489 ",,,,,,,,,,
423634,10/1/2016 - 10/31/2016,"$133,370 ","$49,347 ",,,,,,,,,,
84045,10/1/2016 - 10/31/2016,"$481,094 ","$178,005 ",,,,,,,,,,
413848,10/1/2016 - 10/31/2016,"$466,188 ","$172,490 ",,,,,,,,,,
71368,10/1/2016 - 10/31/2016,"$89,462 ","$33,101 ",,,,,,,,,,
412921,10/1/2016 - 10/31/2016,"$180,040 ","$66,615 ",,,,,,,,,,
413677,10/1/2016 - 10/31/2016,"$114,675 ","$42,430 ",,,,,,,,,,
414065,10/1/2016 - 10/31/2016,"$165,589 ","$61,268 ",,,,,,,,,,
420801,10/1/2016 - 10/31/2016,"$143,662 ","$53,155 ",,,,,,,,,,
415507,10/1/2016 - 10/31/2016,"$187,078 ","$69,219 ",,,,,,,,,,
415513,10/1/2016 - 10/31/2016,"$110,382 ","$40,841 ",,,,,,,,,,
415517,10/1/2016 - 10/31/2016,"$234,671 ","$86,828 ",,,,,,,,,,
414539,10/1/2016 - 10/31/2016,"$3,628 ","$1,342 ",,,,,,,,,,
414983,10/1/2016 - 10/31/2016,"$403,459 ","$149,280 ",,,,,,,,,,
420800,10/1/2016 - 10/31/2016,"$30,470 ","$11,274 ",,,,,,,,,,
413870,10/1/2016 - 10/31/2016,"$145,916 ","$53,989 ",,,,,,,,,,
414216,10/1/2016 - 10/31/2016,"$23,945 ","$8,860 ",,,,,,,,,,
415343,10/1/2016 - 10/31/2016,"$90,575 ","$33,513 ",,,,,,,,,,
413773,10/1/2016 - 10/31/2016,"$404,283 ","$149,585 ",,,,,,,,,,
412494,10/1/2016 - 10/31/2016,"$650,162 ","$240,560 ",,,,,,,,,,
414716,10/1/2016 - 10/31/2016,"$317,671 ","$117,538 ",,,,,,,,,,
413926,10/1/2016 - 10/31/2016,"$50,733 ","$18,771 ",,,,,,,,,,
414829,10/1/2016 - 10/31/2016,"$376,011 ","$139,124 ",,,,,,,,,,
414868,10/1/2016 - 10/31/2016,"$404,959 ","$149,835 ",,,,,,,,,,
415115,10/1/2016 - 10/31/2016,"$151,038 ","$55,884 ",,,,,,,,,,
415183,10/1/2016 - 10/31/2016,"$168,156 ","$62,218 ",,,,,,,,,,
400209,10/1/2016 - 10/31/2016,"$63,619 ","$23,539 ",,,,,,,,,,
417486,10/1/2016 - 10/31/2016,"$70,237 ","$25,988 ",,,,,,,,,,
417469,10/1/2016 - 10/31/2016,"$60,863 ","$22,519 ",,,,,,,,,,
414256,10/1/2016 - 10/31/2016,"$144,235 ","$53,367 ",,,,,,,,,,
413369,10/1/2016 - 10/31/2016,"$623,716 ","$230,775 ",,,,,,,,,,
414871,10/1/2016 - 10/31/2016,"$275,434 ","$101,911 ",,,,,,,,,,
414345,10/1/2016 - 10/31/2016,"$70,045 ","$25,917 ",,,,,,,,,,
414533,10/1/2016 - 10/31/2016,"$1,203,513 ","$445,300 ",,,,,,,,,,
421141,10/1/2016 - 10/31/2016,"$37,915 ","$14,028 ",,,,,,,,,,
421514,10/1/2016 - 10/31/2016,"$57,566 ","$21,299 ",,,,,,,,,,
415010,10/1/2016 - 10/31/2016,"$429,322 ","$158,849 ",,,,,,,,,,
415534,10/1/2016 - 10/31/2016,"$48,648 ","$18,000 ",,,,,,,,,,
415445,10/1/2016 - 10/31/2016,"$75,240 ","$27,839 ",,,,,,,,,,
415641,10/1/2016 - 10/31/2016,"$190,840 ","$70,611 ",,,,,,,,,,
414011,10/1/2016 - 10/31/2016,"$350,269 ","$129,600 ",,,,,,,,,,
415148,10/1/2016 - 10/31/2016,"$90,643 ","$33,538 ",,,,,,,,,,
414995,10/1/2016 - 10/31/2016,"$178,582 ","$66,075 ",,,,,,,,,,
412466,10/1/2016 - 10/31/2016,"$95,456 ","$35,319 ",,,,,,,,,,
417511,10/1/2016 - 10/31/2016,"$88,357 ","$32,692 ",,,,,,,,,,
414398,10/1/2016 - 10/31/2016,"$336,082 ","$124,350 ",,,,,,,,,,
414449,10/1/2016 - 10/31/2016,"$711,072 ","$263,097 ",,,,,,,,,,
414959,10/1/2016 - 10/31/2016,"$22,284 ","$8,245 ",,,,,,,,,,
415488,10/1/2016 - 10/31/2016,"$181,735 ","$67,242 ",,,,,,,,,,
RETAILERS PERIOD TOTAL,10/1/2016 - 10/31/2016,"$69,242,491 ","$25,619,722 ",,,,,,,,,,
414884,11/1/2016 - 11/30/2016,"$235,165 ","$87,011 ",,,,,,,,,,
423413,11/1/2016 - 11/30/2016,"$444,556 ","$164,486 ",,,,,,,,,,
421084,11/1/2016 - 11/30/2016,"$353,385 ","$130,752 ",,,,,,,,,,
415470,11/1/2016 - 11/30/2016,"$278,314 ","$102,976 ",,,,,,,,,,
413314,11/1/2016 - 11/30/2016,"$211,472 ","$78,245 ",,,,,,,,,,
423775,11/1/2016 - 11/30/2016,"$38,892 ","$14,390 ",,,,,,,,,,
414574,11/1/2016 - 11/30/2016,"$159,713 ","$59,094 ",,,,,,,,,,
84154,11/1/2016 - 11/30/2016,"$263,911 ","$97,647 ",,,,,,,,,,
413310,11/1/2016 - 11/30/2016,$26 ,$10 ,,,,,,,,,,
423784,11/1/2016 - 11/30/2016,"$193,237 ","$71,498 ",,,,,,,,,,
415083,11/1/2016 - 11/30/2016,"$704,177 ","$260,546 ",,,,,,,,,,
415526,11/1/2016 - 11/30/2016,"$251,880 ","$93,195 ",,,,,,,,,,
414550,11/1/2016 - 11/30/2016,"$158,709 ","$58,722 ",,,,,,,,,,
414733,11/1/2016 - 11/30/2016,"$332,972 ","$123,200 ",,,,,,,,,,
413586,11/1/2016 - 11/30/2016,"$125,337 ","$46,375 ",,,,,,,,,,
413700,11/1/2016 - 11/30/2016,"$32,853 ","$12,156 ",,,,,,,,,,
421562,11/1/2016 - 11/30/2016,"$234,475 ","$86,756 ",,,,,,,,,,
421757,11/1/2016 - 11/30/2016,"$118,560 ","$43,867 ",,,,,,,,,,
421491,11/1/2016 - 11/30/2016,"$98,620 ","$36,489 ",,,,,,,,,,
413821,11/1/2016 - 11/30/2016,"$82,781 ","$30,629 ",,,,,,,,,,
414225,11/1/2016 - 11/30/2016,"$205,255 ","$75,944 ",,,,,,,,,,
410332,11/1/2016 - 11/30/2016,"$287,429 ","$106,349 ",,,,,,,,,,
421652,11/1/2016 - 11/30/2016,"$51,191 ","$18,941 ",,,,,,,,,,
422447,11/1/2016 - 11/30/2016,"$134,553 ","$49,784 ",,,,,,,,,,
421110,11/1/2016 - 11/30/2016,"$142,173 ","$52,604 ",,,,,,,,,,
413530,11/1/2016 - 11/30/2016,"$33,004 ","$12,211 ",,,,,,,,,,
414558,11/1/2016 - 11/30/2016,"$27,949 ","$10,341 ",,,,,,,,,,
350641,11/1/2016 - 11/30/2016,"$30,925 ","$11,442 ",,,,,,,,,,
420478,11/1/2016 - 11/30/2016,"$104,598 ","$38,701 ",,,,,,,,,,
415253,11/1/2016 - 11/30/2016,"$700,548 ","$259,203 ",,,,,,,,,,
421709,11/1/2016 - 11/30/2016,"$69,000 ","$25,530 ",,,,,,,,,,
422202,11/1/2016 - 11/30/2016,"$41,329 ","$15,292 ",,,,,,,,,,
413802,11/1/2016 - 11/30/2016,"$117,187 ","$43,359 ",,,,,,,,,,
413901,11/1/2016 - 11/30/2016,"$160,084 ","$59,231 ",,,,,,,,,,
415361,11/1/2016 - 11/30/2016,"$71,400 ","$26,418 ",,,,,,,,,,
415504,11/1/2016 - 11/30/2016,"$622,059 ","$230,162 ",,,,,,,,,,
415203,11/1/2016 - 11/30/2016,"$251,222 ","$92,952 ",,,,,,,,,,
413893,11/1/2016 - 11/30/2016,"$297,568 ","$110,100 ",,,,,,,,,,
420661,11/1/2016 - 11/30/2016,"$90,747 ","$33,576 ",,,,,,,,,,
424057,11/1/2016 - 11/30/2016,"$11,959 ","$4,425 ",,,,,,,,,,
414211,11/1/2016 - 11/30/2016,"$393,557 ","$145,616 ",,,,,,,,,,
360307,11/1/2016 - 11/30/2016,"$505,994 ","$187,218 ",,,,,,,,,,
415567,11/1/2016 - 11/30/2016,"$198,514 ","$73,450 ",,,,,,,,,,
422944,11/1/2016 - 11/30/2016,"$165,675 ","$61,300 ",,,,,,,,,,
413319,11/1/2016 - 11/30/2016,"$275,225 ","$101,833 ",,,,,,,,,,
420123,11/1/2016 - 11/30/2016,"$51,061 ","$18,893 ",,,,,,,,,,
414970,11/1/2016 - 11/30/2016,"$193,951 ","$71,762 ",,,,,,,,,,
421083,11/1/2016 - 11/30/2016,"$64,381 ","$23,821 ",,,,,,,,,,
421630,11/1/2016 - 11/30/2016,"$67,820 ","$25,093 ",,,,,,,,,,
422570,11/1/2016 - 11/30/2016,"$118,661 ","$43,904 ",,,,,,,,,,
402780,11/1/2016 - 11/30/2016,"$58,470 ","$21,634 ",,,,,,,,,,
422466,11/1/2016 - 11/30/2016,"$7,455 ","$2,758 ",,,,,,,,,,
415575,11/1/2016 - 11/30/2016,"$164,488 ","$60,861 ",,,,,,,,,,
413366,11/1/2016 - 11/30/2016,"$136,620 ","$50,549 ",,,,,,,,,,
414060,11/1/2016 - 11/30/2016,"$251,775 ","$93,157 ",,,,,,,,,,
421813,11/1/2016 - 11/30/2016,"$73,820 ","$27,313 ",,,,,,,,,,
415094,11/1/2016 - 11/30/2016,"$336,778 ","$124,608 ",,,,,,,,,,
413819,11/1/2016 - 11/30/2016,"$452,588 ","$167,458 ",,,,,,,,,,
413492,11/1/2016 - 11/30/2016,"$81,988 ","$30,336 ",,,,,,,,,,
414817,11/1/2016 - 11/30/2016,"$537,726 ","$198,958 ",,,,,,,,,,
413940,11/1/2016 - 11/30/2016,"$285,216 ","$105,530 ",,,,,,,,,,
413358,11/1/2016 - 11/30/2016,"$1,176,658 ","$435,364 ",,,,,,,,,,
413803,11/1/2016 - 11/30/2016,"$289,353 ","$107,061 ",,,,,,,,,,
414491,11/1/2016 - 11/30/2016,"$356,694 ","$131,977 ",,,,,,,,,,
413729,11/1/2016 - 11/30/2016,"$106,286 ","$39,326 ",,,,,,,,,,
422234,11/1/2016 - 11/30/2016,"$48,423 ","$17,917 ",,,,,,,,,,
422097,11/1/2016 - 11/30/2016,"$14,807 ","$5,479 ",,,,,,,,,,
413529,11/1/2016 - 11/30/2016,"$49,658 ","$18,374 ",,,,,,,,,,
423571,11/1/2016 - 11/30/2016,"$104,653 ","$38,722 ",,,,,,,,,,
414503,11/1/2016 - 11/30/2016,"$329,816 ","$122,032 ",,,,,,,,,,
413374,11/1/2016 - 11/30/2016,"$248,004 ","$91,762 ",,,,,,,,,,
423754,11/1/2016 - 11/30/2016,"$98,232 ","$36,346 ",,,,,,,,,,
423036,11/1/2016 - 11/30/2016,"$27,969 ","$10,349 ",,,,,,,,,,
421332,11/1/2016 - 11/30/2016,"$41,229 ","$15,255 ",,,,,,,,,,
414174,11/1/2016 - 11/30/2016,"$304,754 ","$112,759 ",,,,,,,,,,
414569,11/1/2016 - 11/30/2016,"$269,418 ","$99,685 ",,,,,,,,,,
414841,11/1/2016 - 11/30/2016,"$442,072 ","$163,566 ",,,,,,,,,,
413363,11/1/2016 - 11/30/2016,"$438,963 ","$162,416 ",,,,,,,,,,
414495,11/1/2016 - 11/30/2016,"$149,426 ","$55,288 ",,,,,,,,,,
84130,11/1/2016 - 11/30/2016,"$32,255 ","$11,935 ",,,,,,,,,,
415064,11/1/2016 - 11/30/2016,"$52,160 ","$19,299 ",,,,,,,,,,
415211,11/1/2016 - 11/30/2016,"$223,846 ","$82,823 ",,,,,,,,,,
422049,11/1/2016 - 11/30/2016,"$21,225 ","$7,853 ",,,,,,,,,,
414280,11/1/2016 - 11/30/2016,"$172,362 ","$63,774 ",,,,,,,,,,
421708,11/1/2016 - 11/30/2016,"$219,287 ","$81,136 ",,,,,,,,,,
412922,11/1/2016 - 11/30/2016,"$171,944 ","$63,619 ",,,,,,,,,,
415031,11/1/2016 - 11/30/2016,"$200,749 ","$74,277 ",,,,,,,,,,
413558,11/1/2016 - 11/30/2016,"$598,413 ","$221,413 ",,,,,,,,,,
415539,11/1/2016 - 11/30/2016,"$32,059 ","$11,862 ",,,,,,,,,,
421005,11/1/2016 - 11/30/2016,"$159,858 ","$59,147 ",,,,,,,,,,
422168,11/1/2016 - 11/30/2016,"$71,164 ","$26,331 ",,,,,,,,,,
414292,11/1/2016 - 11/30/2016,"$51,145 ","$18,924 ",,,,,,,,,,
415294,11/1/2016 - 11/30/2016,"$39,885 ","$14,757 ",,,,,,,,,,
414785,11/1/2016 - 11/30/2016,"$164,306 ","$60,793 ",,,,,,,,,,
413737,11/1/2016 - 11/30/2016,"$202,090 ","$74,773 ",,,,,,,,,,
412923,11/1/2016 - 11/30/2016,"$618,175 ","$228,725 ",,,,,,,,,,
414450,11/1/2016 - 11/30/2016,"$21,719 ","$8,036 ",,,,,,,,,,
414108,11/1/2016 - 11/30/2016,$200 ,$74 ,,,,,,,,,,
414761,11/1/2016 - 11/30/2016,"$87,082 ","$32,220 ",,,,,,,,,,
415130,11/1/2016 - 11/30/2016,"$222,813 ","$82,441 ",,,,,,,,,,
421667,11/1/2016 - 11/30/2016,"$27,794 ","$10,284 ",,,,,,,,,,
416540,11/1/2016 - 11/30/2016,"$202,077 ","$74,769 ",,,,,,,,,,
414918,11/1/2016 - 11/30/2016,"$75,663 ","$27,995 ",,,,,,,,,,
413886,11/1/2016 - 11/30/2016,"$235,717 ","$87,215 ",,,,,,,,,,
414755,11/1/2016 - 11/30/2016,"$87,819 ","$32,493 ",,,,,,,,,,
414573,11/1/2016 - 11/30/2016,"$31,963 ","$11,826 ",,,,,,,,,,
413798,11/1/2016 - 11/30/2016,"$80,728 ","$29,869 ",,,,,,,,,,
422504,11/1/2016 - 11/30/2016,"$54,850 ","$20,294 ",,,,,,,,,,
410798,11/1/2016 - 11/30/2016,"$191,427 ","$70,828 ",,,,,,,,,,
413801,11/1/2016 - 11/30/2016,"$48,237 ","$17,848 ",,,,,,,,,,
414417,11/1/2016 - 11/30/2016,"$584,329 ","$216,202 ",,,,,,,,,,
421759,11/1/2016 - 11/30/2016,"$127,046 ","$47,007 ",,,,,,,,,,
420793,11/1/2016 - 11/30/2016,"$99,599 ","$36,852 ",,,,,,,,,,
422572,11/1/2016 - 11/30/2016,"$691,946 ","$256,020 ",,,,,,,,,,
422655,11/1/2016 - 11/30/2016,"$2,394 ",$886 ,,,,,,,,,,
414356,11/1/2016 - 11/30/2016,"$224,468 ","$83,053 ",,,,,,,,,,
420898,11/1/2016 - 11/30/2016,"$86,921 ","$32,161 ",,,,,,,,,,
415112,11/1/2016 - 11/30/2016,"$649,855 ","$240,447 ",,,,,,,,,,
414295,11/1/2016 - 11/30/2016,"$804,517 ","$297,671 ",,,,,,,,,,
414298,11/1/2016 - 11/30/2016,"$110,360 ","$40,833 ",,,,,,,,,,
413541,11/1/2016 - 11/30/2016,"$170,718 ","$63,166 ",,,,,,,,,,
413428,11/1/2016 - 11/30/2016,"$42,323 ","$15,660 ",,,,,,,,,,
415124,11/1/2016 - 11/30/2016,"$60,592 ","$22,419 ",,,,,,,,,,
421900,11/1/2016 - 11/30/2016,"$223,759 ","$82,791 ",,,,,,,,,,
354876,11/1/2016 - 11/30/2016,"$34,224 ","$12,663 ",,,,,,,,,,
415333,11/1/2016 - 11/30/2016,"$574,348 ","$212,509 ",,,,,,,,,,
423379,11/1/2016 - 11/30/2016,"$546,352 ","$202,150 ",,,,,,,,,,
421409,11/1/2016 - 11/30/2016,"$233,792 ","$86,503 ",,,,,,,,,,
402039,11/1/2016 - 11/30/2016,"$302,743 ","$112,015 ",,,,,,,,,,
421918,11/1/2016 - 11/30/2016,"$26,273 ","$9,721 ",,,,,,,,,,
419759,11/1/2016 - 11/30/2016,"$80,479 ","$29,777 ",,,,,,,,,,
413702,11/1/2016 - 11/30/2016,"$41,252 ","$15,263 ",,,,,,,,,,
413683,11/1/2016 - 11/30/2016,"$499,285 ","$184,736 ",,,,,,,,,,
420291,11/1/2016 - 11/30/2016,"$444,418 ","$164,435 ",,,,,,,,,,
413570,11/1/2016 - 11/30/2016,"$344,901 ","$127,613 ",,,,,,,,,,
422431,11/1/2016 - 11/30/2016,"$174,094 ","$64,415 ",,,,,,,,,,
413550,11/1/2016 - 11/30/2016,"$260,327 ","$96,321 ",,,,,,,,,,
423977,11/1/2016 - 11/30/2016,"$15,116 ","$5,593 ",,,,,,,,,,
413534,11/1/2016 - 11/30/2016,"$170,100 ","$62,937 ",,,,,,,,,,
414430,11/1/2016 - 11/30/2016,"$210,991 ","$78,067 ",,,,,,,,,,
421702,11/1/2016 - 11/30/2016,"$454,127 ","$168,027 ",,,,,,,,,,
422218,11/1/2016 - 11/30/2016,"$760,606 ","$281,424 ",,,,,,,,,,
